Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Date,Time,Payment,rating
430-53-4718,B,Quixoton,Member,Male,Health and beauty,75.37,8,2020-09-20,14:13,Credit card,10
886-18-2897,A,Veridian Springs,Normal,Female,Food and beverages,56.56,4,2020-06-13,18:11,Credit card,5
602-16-6955,B,Zephyropolis,Normal,Female,Sports and travel,76.6,8,2020-04-18,17:51,Ewallet,6
745-74-0715,A,Eldoria,Normal,Male,Electronic accessories,58.03,3,2020-12-02,14:44,Ewallet,8
690-01-6631,B,Quixoton,Normal,Male,Fashion accessories,17.49,5,2020-09-21,19:19,Ewallet,6
652-49-6720,C,Arcanburg,Member,Female,Electronic accessories,60.95,5,2020-04-19,12:40,Ewallet,9
233-67-5758,C,Arcanburg,Normal,Male,Health and beauty,40.35,1,2020-04-28,18:40,Ewallet,6
303-96-2227,B,Chromewood,Normal,Female,Home and lifestyle,97.38,3,2020-04-23,18:29,Ewallet,4
727-02-1313,A,Eldoria,Member,Male,Food and beverages,31.84,1,2020-04-13,17:09,Cash,10
347-56-2442,A,Eldoria,Normal,Male,Home and lifestyle,65.82,1,2020-04-29,13:32,Cash,4
849-09-3807,A,Celestria,Member,Female,Fashion accessories,88.34,3,2020-03-31,14:12,Cash,9
750-67-8428,A,Celestria,Member,Female,Health and beauty,74.69,4,2020-05-13,12:07,Ewallet,10
226-31-3081,C,Arcanburg,Normal,Female,Electronic accessories,15.28,4,2020-09-28,19:00,Cash,9
631-41-3108,A,Eldoria,Normal,Male,Home and lifestyle,46.33,2,2020-09-21,19:27,Credit card,6
123-19-1176,A,Veridian Springs,Member,Male,Health and beauty,58.22,4,2020-05-13,20:38,Cash,10
373-73-7910,A,Celestria,Normal,Male,Sports and travel,86.31,1,2020-02-06,10:49,Ewallet,5
699-14-3026,C,Arcanburg,Normal,Male,Electronic accessories,85.39,3,2020-02-02,14:37,Ewallet,4
355-53-5943,A,Veridian Springs,Member,Female,Electronic accessories,68.84,6,2020-05-18,17:21,Ewallet,9
315-22-5665,C,Astral Bay,Normal,Female,Home and lifestyle,73.56,5,2020-08-07,11:13,Ewallet,7
665-32-9167,A,Eldoria,Member,Female,Health and beauty,36.26,3,2020-04-16,20:51,Credit card,9
692-92-5582,B,Quixoton,Member,Female,Food and beverages,54.84,3,2020-09-07,20:38,Credit card,9
351-62-0822,B,Chromewood,Member,Female,Fashion accessories,14.48,4,2020-08-21,13:29,Ewallet,8
529-56-3974,B,Zephyropolis,Member,Male,Electronic accessories,25.51,3,2020-09-16,15:31,Cash,9
365-64-0515,A,Veridian Springs,Normal,Female,Electronic accessories,46.95,6,2020-09-05,18:49,Ewallet,6
252-56-2699,A,Celestria,Normal,Male,Food and beverages,43.19,5,2020-11-27,20:39,Ewallet,7
829-34-3910,A,Eldoria,Normal,Female,Health and beauty,71.38,4,2020-12-30,16:05,Cash,6
299-46-1805,B,Serenora,Member,Female,Sports and travel,93.72,5,2020-07-08,11:56,Cash,8
656-95-9349,A,Celestria,Member,Female,Health and beauty,68.93,4,2020-05-06,10:37,Credit card,8
765-26-6951,A,Veridian Springs,Normal,Male,Sports and travel,72.61,3,2020-02-07,13:37,Cash,6
329-62-1586,A,Eldoria,Normal,Male,Food and beverages,54.67,3,2020-12-08,12:46,Credit card,8
319-50-3348,B,Chromewood,Normal,Female,Home and lifestyle,40.3,2,2020-06-27,18:49,Ewallet,4
300-71-4605,C,Nebulora Junction,Member,Male,Electronic accessories,86.04,4,2020-03-20,16:43,Cash,8
371-85-5789,B,Chromewood,Normal,Male,Health and beauty,87.98,1,2020-09-23,14:57,Ewallet,5
273-16-6619,B,Quixoton,Normal,Male,Home and lifestyle,33.2,2,2020-04-12,17:00,Credit card,4
636-48-8204,A,Celestria,Normal,Male,Electronic accessories,34.56,5,2020-08-28,13:09,Ewallet,9
549-59-1358,A,Celestria,Member,Male,Sports and travel,88.63,3,2020-06-23,14:20,Ewallet,9
227-03-5010,A,Celestria,Member,Female,Home and lifestyle,52.59,5,2020-09-02,10:09,Credit card,10
649-29-6775,B,Serenora,Normal,Female,Fashion accessories,33.52,1,2020-02-10,13:33,Cash,6
189-17-4241,A,Novaville,Normal,Female,Fashion accessories,87.67,1,2020-08-10,16:04,Credit card,7
145-94-9061,B,Chromewood,Normal,Female,Food and beverages,88.36,4,2020-10-26,20:47,Cash,9
848-62-7243,A,Celestria,Normal,Male,Health and beauty,24.89,6,2020-05-17,15:41,Cash,6
871-79-8483,B,Aetherhaven,Normal,Female,Fashion accessories,94.13,4,2020-12-13,12:16,Credit card,5
149-71-6266,B,Zephyropolis,Member,Male,Sports and travel,78.07,8,2020-03-29,16:22,Cash,8
640-49-2076,B,Chromewood,Normal,Male,Sports and travel,83.78,1,2020-03-31,20:24,Cash,5
595-11-5460,A,Celestria,Normal,Male,Health and beauty,96.58,1,2020-07-08,12:03,Cash,5
183-56-6882,C,Nebulora Junction,Member,Female,Food and beverages,99.42,7,2020-11-15,18:12,Ewallet,10
232-16-2483,C,Arcanburg,Member,Female,Sports and travel,68.12,2,2020-12-04,18:58,Ewallet,9
129-29-8530,A,Eldoria,Member,Male,Sports and travel,62.62,5,2020-09-16,13:01,Ewallet,9
272-65-1806,A,Eldoria,Normal,Female,Electronic accessories,60.88,5,2020-09-27,18:52,Ewallet,5
333-73-7901,C,Astral Bay,Normal,Female,Health and beauty,54.92,3,2020-10-22,20:04,Ewallet,7
777-82-7220,B,Serenora,Member,Female,Home and lifestyle,30.12,4,2020-09-30,17:30,Cash,10
280-35-5823,B,Chromewood,Member,Female,Home and lifestyle,86.72,2,2020-06-24,20:29,Ewallet,10
554-53-8700,C,Arcanburg,Member,Male,Home and lifestyle,56.11,5,2020-09-19,10:46,Cash,9
354-25-5821,B,Zephyropolis,Member,Female,Sports and travel,69.12,8,2020-10-18,15:20,Cash,9
228-96-1411,C,Arcanburg,Member,Female,Food and beverages,98.7,4,2020-09-23,12:49,Cash,10
617-15-4209,C,Astral Bay,Member,Male,Health and beauty,15.37,2,2020-08-12,20:45,Cash,9
132-32-9879,B,Serenora,Member,Male,Electronic accessories,93.96,6,2020-11-07,16:13,Cash,10
370-41-7321,B,Chromewood,Member,Male,Health and beauty,56.69,9,2020-12-05,19:38,Credit card,10
727-46-3608,B,Quixoton,Member,Female,Food and beverages,20.01,4,2020-09-24,11:20,Ewallet,7
669-54-1719,B,Aetherhaven,Member,Male,Electronic accessories,18.93,6,2020-12-08,17:57,Credit card,10
574-22-5561,C,Arcanburg,Member,Female,Fashion accessories,82.63,7,2020-09-02,12:44,Ewallet,10
326-78-5178,C,Nebulora Junction,Member,Male,Food and beverages,91.4,3,2020-09-15,12:13,Cash,10
162-48-8011,A,Celestria,Member,Female,Food and beverages,44.59,4,2020-03-24,18:37,Cash,10
616-24-2851,B,Quixoton,Member,Female,Fashion accessories,17.87,4,2020-04-20,10:34,Ewallet,9
778-71-5554,C,Astral Bay,Member,Female,Fashion accessories,15.43,2,2020-09-14,13:16,Credit card,9
242-55-6721,B,Zephyropolis,Normal,Female,Home and lifestyle,16.16,1,2020-11-16,16:58,Ewallet,6
399-46-5918,C,Astral Bay,Normal,Male,Electronic accessories,85.98,2,2020-08-31,19:52,Cash,7
106-35-6779,A,Eldoria,Member,Male,Home and lifestyle,44.34,5,2020-12-27,18:45,Cash,9
635-40-6220,A,Celestria,Normal,Male,Health and beauty,89.6,6,2020-05-30,16:07,Ewallet,6
817-48-8732,A,Celestria,Member,Female,Home and lifestyle,72.35,6,2020-10-22,13:13,Cash,8
120-06-4233,C,Arcanburg,Normal,Male,Electronic accessories,30.61,5,2020-09-10,14:51,Cash,8
285-68-5083,C,Arcanburg,Member,Female,Sports and travel,24.74,3,2020-12-14,15:05,Credit card,10
803-83-5989,C,Arcanburg,Normal,Male,Home and lifestyle,55.73,4,2020-12-03,18:51,Ewallet,6
347-34-2234,B,Aetherhaven,Member,Female,Sports and travel,55.07,9,2020-10-04,19:54,Ewallet,10
199-75-8169,A,Eldoria,Member,Male,Sports and travel,15.81,7,2020-04-17,11:49,Credit card,10
853-23-2453,B,Quixoton,Member,Male,Health and beauty,75.74,3,2020-04-08,15:58,Cash,10
877-22-3308,A,Eldoria,Member,Male,Health and beauty,15.87,6,2020-09-22,17:34,Cash,9
838-78-4295,C,Astral Bay,Normal,Female,Health and beauty,33.47,1,2020-03-26,10:42,Ewallet,6
109-28-2512,B,Chromewood,Member,Female,Fashion accessories,97.61,6,2020-07-20,20:33,Ewallet,10
232-11-3025,A,Eldoria,Normal,Male,Sports and travel,78.77,4,2020-12-28,15:00,Cash,6
382-03-4532,A,Veridian Springs,Member,Female,Health and beauty,18.33,1,2020-02-19,19:23,Cash,7
393-65-2792,C,Nebulora Junction,Normal,Male,Food and beverages,89.48,6,2020-04-15,18:06,Cash,9
796-12-2025,C,Astral Bay,Normal,Female,Fashion accessories,62.12,7,2020-08-08,18:21,Cash,6
510-95-6347,B,Quixoton,Member,Female,Food and beverages,48.52,4,2020-04-04,16:25,Ewallet,7
841-35-6630,C,Astral Bay,Normal,Male,Electronic accessories,75.91,8,2020-06-27,17:15,Cash,8
287-21-9091,A,Novaville,Normal,Male,Home and lifestyle,74.67,9,2020-11-01,19:43,Ewallet,8
732-94-0499,C,Astral Bay,Normal,Female,Electronic accessories,41.65,3,2020-08-06,17:54,Credit card,5
263-10-3913,C,Arcanburg,Member,Male,Fashion accessories,49.04,6,2020-09-22,16:31,Credit card,10
381-20-0914,A,Eldoria,Member,Female,Fashion accessories,20.01,6,2020-09-30,13:43,Credit card,9
829-49-1914,C,Nebulora Junction,Member,Female,Food and beverages,78.31,10,2020-03-29,17:51,Ewallet,9
756-01-7507,C,Nebulora Junction,Normal,Female,Health and beauty,20.38,2,2020-12-07,13:12,Cash,6
870-72-4431,C,Arcanburg,Normal,Female,Health and beauty,99.19,4,2020-09-14,14:45,Credit card,6
847-38-7188,B,Zephyropolis,Normal,Female,Food and beverages,96.68,1,2020-01-20,18:13,Ewallet,6
480-63-2856,C,Arcanburg,Normal,Male,Food and beverages,19.25,3,2020-12-30,18:45,Ewallet,6
787-56-0757,C,Nebulora Junction,Member,Female,Food and beverages,80.36,4,2020-11-09,10:09,Credit card,10
360-39-5055,C,Arcanburg,Member,Male,Sports and travel,48.91,4,2020-04-01,17:54,Cash,9
730-50-9884,C,Nebulora Junction,Normal,Female,Sports and travel,83.06,3,2020-05-03,19:23,Ewallet,4
362-58-8315,C,Astral Bay,Normal,Male,Fashion accessories,76.52,4,2020-06-11,18:54,Cash,9
633-44-8566,A,Eldoria,Member,Male,Food and beverages,49.38,4,2020-09-18,14:52,Credit card,9
504-35-8843,A,Veridian Springs,Normal,Male,Sports and travel,42.47,2,2020-01-18,19:06,Cash,6
318-68-5053,B,Zephyropolis,Normal,Female,Health and beauty,76.99,6,2020-09-06,17:05,Cash,6
565-80-5980,C,Nebulora Junction,Member,Female,Home and lifestyle,47.38,3,2020-05-07,16:37,Cash,9
225-32-0908,C,Astral Bay,Normal,Female,Sports and travel,44.86,5,2020-06-30,16:27,Ewallet,7
873-51-0671,A,Veridian Springs,Member,Female,Sports and travel,21.98,4,2020-07-22,10:40,Ewallet,8
152-08-9985,B,Serenora,Member,Female,Health and beauty,64.36,9,2020-07-26,19:54,Credit card,10
512-91-0811,C,Astral Bay,Normal,Male,Health and beauty,89.75,1,2020-04-06,11:36,Credit card,6
594-34-4444,A,Eldoria,Normal,Male,Electronic accessories,97.16,3,2020-12-13,11:20,Ewallet,6
766-85-7061,B,Zephyropolis,Normal,Male,Health and beauty,87.87,2,2020-01-13,13:14,Cash,5
871-39-9221,C,Arcanburg,Normal,Female,Electronic accessories,12.45,1,2020-04-06,13:06,Cash,4
865-92-6136,A,Celestria,Normal,Male,Food and beverages,52.75,2,2020-03-10,11:08,Cash,8
733-01-9107,B,Serenora,Normal,Male,Home and lifestyle,82.7,3,2020-01-22,15:56,Cash,6
163-56-7055,C,Arcanburg,Member,Male,Fashion accessories,48.71,1,2020-04-09,10:56,Cash,7
189-98-2939,C,Astral Bay,Normal,Male,Fashion accessories,78.55,3,2020-10-21,16:35,Cash,6
551-21-3069,C,Astral Bay,Normal,Male,Electronic accessories,23.07,1,2020-04-23,14:43,Cash,5
212-62-1842,A,Eldoria,Normal,Male,Food and beverages,58.26,5,2020-04-23,17:04,Cash,9
716-39-1409,B,Quixoton,Normal,Male,Health and beauty,30.35,1,2020-04-02,10:17,Cash,7
704-48-3927,A,Eldoria,Member,Male,Electronic accessories,88.67,10,2020-12-26,18:38,Ewallet,9
628-34-3388,C,Arcanburg,Normal,Male,Fashion accessories,27.38,4,2020-12-09,15:43,Credit card,7
630-74-5166,A,Eldoria,Normal,Male,Sports and travel,62.13,6,2020-09-27,19:33,Cash,6
588-01-7461,C,Astral Bay,Normal,Female,Food and beverages,33.98,1,2020-01-24,14:42,Cash,4
861-77-0145,C,Arcanburg,Member,Male,Electronic accessories,81.97,9,2020-09-13,19:06,Cash,10
479-26-8945,B,Zephyropolis,Member,Female,Sports and travel,16.49,6,2020-10-18,15:14,Ewallet,8
210-67-5886,C,Arcanburg,Member,Female,Health and beauty,98.21,3,2020-09-07,15:07,Credit card,10
227-78-1148,B,Serenora,Normal,Female,Fashion accessories,72.84,1,2020-08-03,11:48,Cash,7
645-44-1170,A,Eldoria,Member,Male,Home and lifestyle,58.07,7,2020-09-27,13:36,Ewallet,7
237-01-6122,C,Astral Bay,Member,Female,Home and lifestyle,80.79,6,2020-12-23,19:07,Credit card,10
225-98-1496,C,Nebulora Junction,Normal,Female,Fashion accessories,27.02,1,2020-07-01,13:24,Credit card,6
291-32-1427,B,Aetherhaven,Member,Female,Fashion accessories,21.94,8,2020-12-27,19:10,Ewallet,8
659-65-8956,B,Quixoton,Member,Male,Fashion accessories,51.36,2,2020-09-14,17:41,Ewallet,8
642-32-2990,A,Veridian Springs,Normal,Female,Food and beverages,10.96,8,2020-11-15,18:43,Ewallet,6
378-24-2715,B,Chromewood,Normal,Male,Home and lifestyle,53.44,1,2020-08-28,18:37,Ewallet,4
638-60-7125,A,Veridian Springs,Normal,Male,Electronic accessories,99.56,1,2020-02-04,13:21,Cash,5
659-36-1684,C,Astral Bay,Member,Male,Sports and travel,57.12,4,2020-08-31,10:30,Credit card,9
219-22-9386,B,Aetherhaven,Member,Male,Sports and travel,99.96,4,2020-12-22,12:33,Credit card,7
336-78-2147,C,Astral Bay,Member,Male,Home and lifestyle,63.91,5,2020-10-30,16:33,Credit card,8
268-27-6179,B,Serenora,Member,Female,Fashion accessories,56.47,5,2020-07-21,16:21,Ewallet,9
668-90-8900,A,Celestria,Normal,Female,Home and lifestyle,93.69,1,2020-04-09,20:53,Credit card,5
870-54-3162,A,Eldoria,Normal,Female,Sports and travel,32.25,4,2020-12-28,11:26,Cash,8
189-08-9157,C,Arcanburg,Normal,Female,Fashion accessories,31.73,4,2020-04-14,10:16,Credit card,6
663-86-9076,C,Astral Bay,Member,Female,Food and beverages,68.54,8,2020-08-02,18:36,Ewallet,10
549-84-7482,B,Chromewood,Normal,Female,Sports and travel,90.28,4,2020-11-03,16:19,Ewallet,6
191-10-6171,B,Zephyropolis,Normal,Female,Fashion accessories,39.62,1,2020-01-16,18:56,Cash,7
802-70-5316,A,Celestria,Member,Female,Sports and travel,92.13,5,2020-05-15,16:27,Cash,10
695-51-0018,B,Zephyropolis,Normal,Female,Sports and travel,34.84,4,2020-05-09,20:37,Cash,6
590-83-4591,B,Serenora,Member,Male,Electronic accessories,87.45,6,2020-10-09,18:58,Credit card,10
483-71-1164,C,Arcanburg,Normal,Female,Health and beauty,81.3,2,2020-04-13,19:52,Ewallet,5
597-78-7908,C,Nebulora Junction,Normal,Female,Fashion accessories,90.22,1,2020-09-11,12:56,Cash,6
700-81-1757,A,Celestria,Normal,Female,Electronic accessories,26.31,5,2020-11-25,19:22,Credit card,8
354-39-5160,A,Eldoria,Member,Female,Home and lifestyle,34.42,8,2020-12-19,19:00,Cash,10
241-72-9525,B,Aetherhaven,Normal,Male,Sports and travel,51.91,7,2020-12-26,13:06,Cash,7
575-30-8091,A,Novaville,Normal,Male,Sports and travel,72.5,5,2020-04-16,15:47,Ewallet,8
731-81-9469,C,Arcanburg,Member,Female,Sports and travel,89.8,7,2020-09-08,10:51,Credit card,8
280-17-4359,C,Arcanburg,Member,Male,Health and beauty,90.5,6,2020-04-17,12:12,Cash,10
338-65-2210,C,Astral Bay,Member,Female,Health and beauty,68.6,6,2020-08-07,16:56,Cash,10
488-25-4221,C,Nebulora Junction,Member,Female,Food and beverages,30.41,5,2020-10-24,18:48,Credit card,10
239-10-7476,A,Novaville,Normal,Female,Home and lifestyle,77.95,7,2020-04-19,16:38,Ewallet,7
458-41-1477,C,Astral Bay,Normal,Female,Health and beauty,46.26,9,2020-05-24,16:02,Credit card,9
685-64-1609,A,Celestria,Member,Female,Fashion accessories,30.14,7,2020-11-19,10:41,Ewallet,10
568-90-5112,C,Arcanburg,Normal,Male,Health and beauty,66.14,2,2020-04-23,17:44,Credit card,6
262-47-2794,B,Aetherhaven,Member,Male,Home and lifestyle,71.86,5,2020-12-24,12:11,Credit card,9
238-49-0436,A,Novaville,Normal,Female,Health and beauty,32.46,1,2020-02-12,10:42,Credit card,5
608-96-3517,B,Zephyropolis,Member,Female,Fashion accessories,91.54,4,2020-12-29,16:08,Credit card,8
584-86-7256,C,Astral Bay,Member,Female,Sports and travel,34.56,4,2020-06-04,13:14,Credit card,9
746-94-0204,A,Eldoria,Normal,Male,Fashion accessories,83.24,4,2020-12-23,16:57,Credit card,6
214-17-6927,C,Nebulora Junction,Normal,Female,Food and beverages,16.48,6,2020-07-21,15:15,Ewallet,9
400-89-4171,C,Astral Bay,Normal,Female,Sports and travel,80.97,4,2020-05-01,19:28,Cash,8
782-95-9291,A,Novaville,Member,Male,Food and beverages,92.29,8,2020-09-20,19:34,Credit card,10
279-74-2924,B,Serenora,Member,Male,Electronic accessories,72.17,1,2020-10-12,16:40,Cash,9
307-85-2293,B,Quixoton,Normal,Male,Home and lifestyle,50.28,5,2020-09-11,11:00,Ewallet,9
743-04-1105,B,Serenora,Member,Female,Health and beauty,97.22,6,2020-08-05,12:17,Ewallet,9
423-57-2993,B,Serenora,Normal,Male,Sports and travel,93.39,6,2020-05-15,10:35,Ewallet,9
894-41-5205,C,Nebulora Junction,Normal,Female,Food and beverages,43.18,3,2020-05-01,19:26,Credit card,7
275-28-0149,A,Celestria,Normal,Male,Sports and travel,63.69,1,2020-03-13,12:56,Cash,6
101-17-6199,A,Eldoria,Normal,Male,Food and beverages,45.79,2,2020-09-23,18:12,Credit card,6
423-80-0988,C,Arcanburg,Normal,Male,Sports and travel,76.4,1,2020-11-30,13:29,Ewallet,6
548-46-9322,B,Serenora,Normal,Male,Food and beverages,39.9,5,2020-05-29,12:05,Credit card,6
505-02-0892,B,Chromewood,Member,Male,Health and beauty,42.57,5,2020-07-06,11:37,Ewallet,9
234-65-2137,C,Arcanburg,Normal,Male,Home and lifestyle,95.58,2,2020-12-15,10:19,Cash,5
687-47-8271,A,Eldoria,Normal,Male,Fashion accessories,98.98,7,2020-09-15,15:22,Credit card,8
796-32-9050,A,Eldoria,Normal,Male,Food and beverages,51.28,3,2020-09-11,18:58,Cash,6
105-31-1824,A,Celestria,Member,Male,Sports and travel,69.52,4,2020-05-07,16:42,Credit card,10
249-42-3782,A,Veridian Springs,Normal,Male,Health and beauty,70.01,2,2020-06-09,19:52,Cash,6
316-55-4634,B,Quixoton,Member,Male,Food and beverages,80.05,5,2020-04-01,14:24,Credit card,10
733-33-4967,C,Nebulora Junction,Normal,Male,Electronic accessories,20.85,5,2020-10-10,15:55,Cash,6
608-27-6295,B,Chromewood,Member,Male,Electronic accessories,52.89,9,2020-03-01,16:58,Credit card,10
414-12-7047,B,Chromewood,Normal,Male,Food and beverages,19.79,5,2020-03-20,11:54,Ewallet,8
827-26-2100,A,Eldoria,Member,Male,Home and lifestyle,33.84,9,2020-04-04,19:48,Ewallet,10
175-54-2529,A,Eldoria,Member,Male,Food and beverages,22.17,5,2020-09-24,17:17,Credit card,10
139-52-2867,C,Arcanburg,Normal,Female,Fashion accessories,22.51,1,2020-09-21,14:01,Credit card,5
407-63-8975,A,Veridian Springs,Normal,Male,Food and beverages,73.88,1,2020-07-16,11:20,Cash,4
342-65-4817,C,Astral Bay,Member,Male,Health and beauty,86.8,6,2020-03-14,20:37,Ewallet,10
130-98-8941,C,Arcanburg,Normal,Male,Fashion accessories,64.26,1,2020-12-29,16:20,Cash,6
434-83-9547,C,Arcanburg,Member,Male,Food and beverages,38.47,4,2020-09-14,12:54,Cash,10
851-28-6367,A,Veridian Springs,Member,Male,Sports and travel,15.5,9,2020-03-07,15:09,Cash,10
824-88-3614,C,Arcanburg,Normal,Male,Health and beauty,34.31,3,2020-04-13,16:37,Ewallet,6
586-25-0848,A,Eldoria,Normal,Female,Sports and travel,12.34,5,2020-09-12,17:08,Credit card,6
895-66-0685,B,Serenora,Member,Male,Food and beverages,18.08,3,2020-11-20,10:35,Ewallet,10
305-14-0245,B,Quixoton,Member,Female,Home and lifestyle,94.49,5,2020-09-29,10:58,Ewallet,10
732-04-5373,B,Zephyropolis,Member,Male,Home and lifestyle,46.47,6,2020-07-12,18:03,Cash,9
400-60-7251,A,Eldoria,Normal,Male,Home and lifestyle,74.07,2,2020-09-29,19:53,Ewallet,9
593-65-1552,C,Astral Bay,Normal,Female,Home and lifestyle,69.81,2,2020-10-27,10:46,Credit card,6
284-34-9626,B,Zephyropolis,Normal,Female,Home and lifestyle,77.04,4,2020-03-29,17:03,Credit card,6
437-58-8131,B,Serenora,Normal,Female,Fashion accessories,73.52,2,2020-01-18,19:37,Ewallet,5
286-43-6208,C,Nebulora Junction,Normal,Female,Food and beverages,87.8,5,2020-01-20,14:35,Cash,8
641-43-2399,B,Aetherhaven,Normal,Male,Home and lifestyle,25.55,2,2020-12-22,15:06,Ewallet,6
831-07-6050,A,Eldoria,Normal,Male,Electronic accessories,32.71,5,2020-12-30,12:10,Credit card,9
556-86-3144,C,Astral Bay,Member,Female,Fashion accessories,74.29,1,2020-12-24,17:33,Cash,8
848-24-9445,C,Nebulora Junction,Member,Female,Health and beauty,43.7,5,2020-12-26,15:27,Cash,8
856-22-8149,A,Eldoria,Normal,Female,Home and lifestyle,25.29,1,2020-12-29,15:35,Ewallet,6
699-01-4164,C,Astral Bay,Normal,Male,Health and beauty,41.5,5,2020-01-19,20:35,Credit card,7
420-11-4919,C,Nebulora Junction,Member,Female,Food and beverages,71.39,5,2020-11-26,17:56,Credit card,9
606-80-4905,C,Arcanburg,Member,Female,Sports and travel,19.15,9,2020-12-20,19:33,Credit card,9
542-41-0513,B,Chromewood,Member,Female,Electronic accessories,57.49,3,2020-04-03,20:12,Cash,9
426-39-2418,C,Astral Bay,Normal,Male,Electronic accessories,61.41,6,2020-07-25,15:34,Cash,9
875-46-5808,B,Quixoton,Member,Male,Health and beauty,25.9,7,2020-04-13,18:57,Ewallet,10
394-43-4238,B,Zephyropolis,Member,Male,Home and lifestyle,17.77,7,2020-11-15,18:09,Cash,8
749-24-1565,A,Novaville,Normal,Female,Health and beauty,23.03,7,2020-06-28,20:23,Ewallet,7
672-51-8681,C,Arcanburg,Member,Female,Electronic accessories,66.65,9,2020-12-20,14:23,Credit card,10
263-87-5680,C,Nebulora Junction,Member,Female,Home and lifestyle,28.53,7,2020-07-29,13:53,Ewallet,10
573-58-9734,B,Chromewood,Normal,Female,Fashion accessories,30.37,1,2020-04-15,12:50,Ewallet,5
817-69-8206,B,Aetherhaven,Normal,Female,Electronic accessories,99.73,4,2020-12-03,16:43,Credit card,6
888-02-0338,A,Eldoria,Normal,Male,Electronic accessories,26.23,4,2020-09-25,13:54,Ewallet,6
677-11-0152,C,Nebulora Junction,Normal,Female,Food and beverages,93.26,5,2020-05-20,10:43,Cash,8
142-63-6033,B,Aetherhaven,Normal,Male,Home and lifestyle,92.36,4,2020-12-26,16:05,Ewallet,5
656-16-1063,B,Zephyropolis,Normal,Male,Sports and travel,46.42,1,2020-04-06,17:16,Cash,4
891-58-8335,B,Serenora,Member,Female,Sports and travel,29.61,6,2020-10-25,15:11,Cash,9
802-43-8934,A,Veridian Springs,Normal,Male,Home and lifestyle,18.28,2,2020-08-22,18:41,Cash,7
560-30-5617,B,Zephyropolis,Normal,Female,Sports and travel,24.77,4,2020-05-06,17:55,Cash,8
319-74-2561,A,Veridian Springs,Member,Female,Electronic accessories,94.64,5,2020-09-19,15:03,Cash,9
549-03-9315,B,Quixoton,Normal,Male,Fashion accessories,94.87,8,2020-04-04,12:23,Ewallet,8
790-29-1172,B,Serenora,Normal,Female,Food and beverages,57.34,1,2020-08-13,13:59,Credit card,7
239-36-3640,B,Aetherhaven,Normal,Male,Electronic accessories,45.35,7,2020-12-13,20:26,Ewallet,6
468-01-2051,B,Zephyropolis,Normal,Male,Food and beverages,62.08,1,2020-09-07,10:40,Cash,5
389-25-3394,C,Arcanburg,Normal,Male,Electronic accessories,11.81,4,2020-12-08,18:37,Cash,8
279-62-1445,C,Arcanburg,Member,Female,Fashion accessories,12.54,1,2020-09-23,17:28,Cash,10
213-72-6612,A,Eldoria,Normal,Male,Food and beverages,43.25,1,2020-12-17,13:34,Cash,6
746-68-6593,C,Astral Bay,Member,Female,Sports and travel,87.16,6,2020-06-27,16:29,Credit card,10
836-82-5858,B,Zephyropolis,Member,Male,Health and beauty,69.37,6,2020-07-05,20:42,Cash,7
583-72-1480,C,Astral Bay,Member,Male,Electronic accessories,37.06,4,2020-04-16,20:46,Ewallet,10
466-61-5506,B,Zephyropolis,Member,Male,Electronic accessories,90.7,5,2020-05-28,20:30,Cash,8
721-86-6247,A,Celestria,Normal,Female,Home and lifestyle,63.42,3,2020-06-11,17:21,Ewallet,6
289-65-5721,B,Quixoton,Normal,Female,Fashion accessories,81.37,1,2020-04-08,11:24,Cash,6
545-46-3100,B,Quixoton,Member,Female,Electronic accessories,10.59,6,2020-04-19,16:07,Credit card,10
418-02-5978,B,Chromewood,Normal,Female,Health and beauty,84.09,6,2020-03-14,20:49,Cash,7
269-04-5750,B,Zephyropolis,Member,Male,Fashion accessories,73.82,6,2020-12-06,19:45,Cash,9
157-13-5295,A,Celestria,Member,Male,Health and beauty,51.94,7,2020-08-13,13:10,Ewallet,9
645-78-8093,A,Veridian Springs,Normal,Female,Sports and travel,93.14,1,2020-07-30,13:37,Ewallet,4
211-30-9270,C,Astral Bay,Normal,Male,Health and beauty,17.41,1,2020-06-29,13:40,Credit card,5
755-12-3214,C,Nebulora Junction,Member,Female,Fashion accessories,44.22,5,2020-09-07,12:35,Credit card,10
346-84-3103,B,Serenora,Member,Male,Electronic accessories,13.22,2,2020-08-31,15:32,Cash,7
478-06-7835,A,Celestria,Normal,Female,Fashion accessories,89.69,1,2020-01-31,15:39,Ewallet,5
540-11-4336,A,Veridian Springs,Normal,Male,Food and beverages,24.94,3,2020-10-12,16:18,Cash,6
448-81-5016,A,Veridian Springs,Normal,Female,Health and beauty,59.77,4,2020-05-23,20:54,Credit card,6
142-72-4741,C,Nebulora Junction,Member,Female,Fashion accessories,93.2,3,2020-01-20,13:42,Credit card,9
217-58-1179,A,Novaville,Member,Female,Home and lifestyle,62.65,1,2020-09-21,12:37,Cash,7
376-02-8238,B,Zephyropolis,Normal,Female,Home and lifestyle,93.87,6,2020-03-22,15:20,Credit card,7
530-90-9855,A,Celestria,Member,Male,Home and lifestyle,47.59,7,2020-10-11,15:13,Cash,9
866-05-7563,B,Quixoton,Member,Female,Electronic accessories,81.4,2,2020-09-09,16:03,Cash,8
604-70-6476,A,Eldoria,Member,Male,Fashion accessories,17.94,5,2020-04-10,20:36,Ewallet,9
